bedrooms,bathrooms,area_sqft,balconies,floor,location_rating,age_years,furnishing,parking_spaces,distance_to_city_center_km,rent_price
2,2.0,2465.0,0,8,5,13,1,2,19.21798341,86.86584694
4,1.0,1477.0,0,19,1,9,1,2,8.891564349,68.08726726
5,1.0,2303.0,2,11,1,22,1,0,7.076591043,85.74317063
3,1.0,1145.0,2,6,5,21,0,0,21.11306007,63.14334203
3,1.0,2402.0,2,10,4,29,0,2,24.05323747,89.67805691
2,1.0,639.0,2,19,5,20,1,2,11.11377656,49.22381148
1,1.0,2344.0,2,14,1,12,0,1,1.990347865,54.86964999
2,1.0,2865.0,2,6,4,9,1,0,5.299857327,81.56915104
4,3.0,1255.0,1,4,5,12,1,2,21.56755182,75.77809931
4,,2196.0,2,15,5,27,0,1,3.91947412,93.02480619
5,2.0,2171.0,1,5,4,12,1,1,19.31214924,100.9452943
5,3.0,819.0,0,16,4,23,0,2,15.88587892,71.50814531
4,3.0,2663.0,0,7,3,0,1,2,18.44159326,99.44848707
4,1.0,1108.0,2,2,4,4,0,1,7.158173157,63.48689115
4,1.0,2998.0,0,13,2,27,1,1,1.439918511,98.61285499
2,3.0,2067.0,2,2,4,15,1,2,1.954106515,77.26622769
4,1.0,1753.0,2,9,1,5,0,0,18.39639235,60.01125376
3,2.0,2435.0,1,5,4,3,1,0,15.7215384,98.96650586
1,2.0,1079.0,0,3,5,9,1,0,21.17087525,48.4771786
4,1.0,886.0,2,2,2,10,1,0,10.58193612,58.97011916
1,1.0,1022.0,0,14,4,27,0,0,14.33323238,36.28677439
2,1.0,1838.0,1,8,2,25,1,0,19.8041372,63.47176844
1,2.0,618.0,0,12,3,1,0,0,12.9196142,42.51522401
2,1.0,2828.0,1,17,2,28,1,2,24.84036454,85.05093522
3,3.0,2534.0,1,16,5,23,1,1,18.82940123,98.56769511
2,1.0,1884.0,1,6,3,20,1,1,17.39945057,65.72527507
2,3.0,2858.0,2,6,4,25,0,1,20.23677252,97.99583702
5,1.0,1090.0,2,18,2,21,1,1,19.65256479,66.56845565
4,1.0,2429.0,0,2,3,8,0,0,6.272685962,87.45906406
4,2.0,1412.0,2,8,4,13,1,2,6.04921464,79.41762382
3,3.0,2972.0,2,14,4,1,0,1,15.54578236,102.9953455
3,3.0,846.0,0,2,2,4,1,0,11.46515695,57.49266624
4,3.0,2747.0,1,17,2,11,1,0,21.9178385,95.57371518
5,2.0,2855.0,1,16,3,0,1,0,7.962455513,107.5755472
4,3.0,774.0,0,18,2,18,1,2,8.940626717,58.2823269
5,2.0,2680.0,2,6,4,21,0,2,4.991529963,90.42082591
3,1.0,2322.0,0,17,5,23,1,2,24.56180727,94.61584653
1,1.0,1037.0,0,18,3,11,0,1,3.785116791,33.46353306
3,3.0,2170.0,2,14,5,20,0,1,24.58959982,83.56197893
3,1.0,2633.0,0,10,5,11,0,2,17.95342394,82.07330056
2,1.0,2525.0,2,4,4,19,1,2,3.139633312,78.46223027
2,3.0,1904.0,2,18,5,4,0,2,4.648369332,70.04769327
2,1.0,,0,11,1,19,0,2,8.847308054,26.61935668
2,3.0,1799.0,1,16,3,1,0,0,7.248305576,68.10607742
5,3.0,2734.0,2,4,4,13,0,1,24.35507929,105.1832664
4,1.0,1905.0,1,19,2,16,0,0,15.72020991,72.22844265
1,1.0,2146.0,2,6,4,23,1,1,2.785358801,67.83432191
3,1.0,649.0,1,8,2,29,1,0,13.60971082,31.02988609
5,1.0,1624.0,0,18,4,14,1,0,22.53135503,84.82791629
1,1.0,935.0,2,19,1,28,1,0,10.98836368,41.29320753
5,2.0,2747.0,0,18,3,16,1,2,16.98713336,99.81635845
5,1.0,1506.0,0,16,5,1,0,0,19.55662194,78.14716188
3,2.0,857.0,0,7,4,20,1,0,5.440696597,59.23304779
4,3.0,1787.0,2,17,3,7,1,2,21.53201778,83.92317666
2,1.0,439.0,0,3,3,9,0,2,11.77170785,33.5309145
4,1.0,1939.0,0,15,3,2,1,1,2.360526336,72.77851851
3,1.0,2555.0,2,4,3,10,1,0,22.09368128,81.98732692
3,3.0,660.0,0,16,3,26,0,1,14.54447706,51.24316641
3,2.0,2041.0,2,14,5,8,1,1,5.759722028,84.52110821
1,2.0,1647.0,0,17,5,14,1,0,8.618800553,66.80017812
4,1.0,2973.0,1,9,4,29,1,1,14.66495115,106.6551823
4,1.0,525.0,0,7,2,21,1,2,9.980176858,33.37284737
5,1.0,1629.0,1,14,4,10,0,2,6.601169113,79.46438563
5,1.0,1706.0,2,12,3,2,1,0,12.50344943,78.57271597
5,3.0,2501.0,1,17,2,25,1,1,5.441097465,98.78118316
3,1.0,2793.0,2,9,4,6,1,0,6.889100172,94.54689405
4,3.0,535.0,0,12,2,27,0,2,20.84161719,46.71379707
3,1.0,2777.0,1,12,5,22,1,0,6.484989297,90.11230523
1,2.0,1859.0,0,8,3,6,1,2,17.68881883,68.43108664
5,2.0,535.0,1,10,2,3,1,2,7.011275517,63.94269837
3,1.0,1212.0,2,12,1,29,1,2,6.097560803,57.73820179
3,1.0,1251.0,2,5,3,5,0,1,7.027733345,58.39186249
1,3.0,2144.0,2,1,5,18,0,1,12.23915121,67.15783965
2,1.0,2338.0,2,9,5,13,0,1,4.510712188,79.84762263
4,1.0,1270.0,0,15,4,3,0,1,3.558700926,59.00882644
2,1.0,1872.0,0,2,1,18,0,2,19.16177578,51.47074548
5,2.0,1034.0,0,4,2,18,0,2,1.559240109,59.42120859
3,3.0,2051.0,0,4,4,16,1,2,10.25162034,92.98123721
1,2.0,1068.0,0,3,5,20,1,1,10.50482595,50.82531519
1,3.0,1693.0,2,16,2,27,1,0,22.43299224,61.00671996
4,2.0,668.0,0,8,5,18,1,0,19.58778643,55.41138816
2,1.0,1260.0,0,7,5,11,0,1,13.25624154,45.11969101
4,2.0,881.0,0,12,1,16,1,1,12.51551169,52.80695686
3,2.0,1661.0,2,12,3,14,0,1,14.57443119,70.72366664
4,3.0,2732.0,2,4,2,8,0,1,9.587867813,98.61198067
1,3.0,502.0,2,15,1,26,1,2,17.81865253,37.07575005
1,2.0,1853.0,2,6,5,27,0,1,17.46570811,65.29457405
5,3.0,1191.0,0,3,5,19,1,2,14.79171172,78.60818203
5,3.0,2077.0,0,7,1,27,0,1,2.384624434,73.33195722
3,3.0,638.0,1,6,2,24,0,2,4.044103759,38.76621254
2,3.0,1988.0,0,1,5,15,0,2,1.942630629,83.2085432
4,3.0,1281.0,2,8,2,17,1,2,18.24437761,62.73779754
3,2.0,2635.0,2,1,1,17,1,1,12.46239232,75.92733372
5,3.0,1287.0,0,16,5,3,1,2,23.91954807,79.66157737
4,1.0,1679.0,1,3,4,3,0,1,23.85588082,59.66826426
5,2.0,1323.0,2,2,4,20,0,2,20.15609964,76.63974757
4,2.0,1193.0,1,6,5,26,0,2,11.63317398,66.445735
2,2.0,2977.0,2,8,3,0,0,1,8.592409587,84.19981006
3,3.0,1075.0,2,7,5,4,1,0,5.823381232,71.42329131
4,1.0,,0,7,5,11,1,1,6.57987808,105.5157908
1,3.0,2081.0,2,19,5,13,1,0,24.76764297,79.86648602
1,2.0,1891.0,1,18,1,9,0,1,13.72837053,53.75949944
4,2.0,2249.0,1,3,5,17,1,2,1.294083591,87.3893519
4,2.0,1676.0,0,11,5,20,0,1,2.063036881,73.09485248
4,2.0,1071.0,2,11,1,9,0,0,12.01038919,55.78312737
1,3.0,2913.0,1,3,5,25,0,2,11.64356287,90.06003349
1,1.0,1238.0,0,1,4,15,1,1,10.7334094,57.9089876
4,1.0,1712.0,1,10,4,5,0,1,20.76648205,74.61281603
5,2.0,1473.0,0,2,5,2,0,2,17.87572848,67.41491564
5,1.0,403.0,1,17,1,19,1,0,3.578011573,48.25814614
2,2.0,2054.0,2,9,5,14,0,1,9.704293507,73.9494398
3,2.0,2308.0,1,18,5,4,0,0,15.32031845,74.61075254
5,1.0,2293.0,1,9,2,5,1,1,10.1797331,76.46244024
1,2.0,2322.0,0,11,3,24,0,1,5.999327948,64.78627938
5,1.0,1685.0,0,17,1,24,0,1,16.07327098,63.61887736
2,2.0,934.0,0,14,3,21,1,0,15.45398008,55.42017944
2,1.0,1484.0,1,18,2,11,0,2,24.39062658,44.14212133
3,2.0,1779.0,0,18,3,0,0,1,14.4656877,75.92514003
5,1.0,1045.0,2,12,5,21,1,2,21.98314207,74.14518492
1,2.0,423.0,0,18,4,9,0,1,23.78070871,32.62528768
1,2.0,1716.0,0,8,1,2,0,1,11.43481539,52.13301955
4,2.0,956.0,2,8,1,20,0,0,2.26944886,59.48956105
1,1.0,755.0,0,8,5,4,0,2,4.443865543,37.89428457
3,3.0,2407.0,0,15,3,25,1,2,13.09528474,89.05747687
3,2.0,1269.0,1,8,1,14,1,0,22.43099209,59.83299494
1,2.0,974.0,1,14,2,3,1,2,16.69916967,38.55987194
1,1.0,428.0,0,13,2,18,1,1,5.835561199,29.286007
4,2.0,2804.0,2,8,3,16,1,1,17.82506439,95.69154469
1,2.0,764.0,0,17,2,22,0,2,22.4612638,38.44371811
4,2.0,808.0,0,19,4,28,0,2,1.725413428,55.75887685
4,2.0,1714.0,0,6,5,7,0,2,6.827490933,81.31813785
1,3.0,1576.0,1,17,1,4,0,0,4.67633979,50.19555104
2,3.0,618.0,2,4,5,23,1,2,19.81847203,47.97013971
2,2.0,2620.0,2,7,3,3,0,2,22.39545782,87.138145
4,2.0,1007.0,2,17,5,23,1,1,14.30937944,64.60367381
1,2.0,1435.0,1,18,1,18,0,0,21.35684483,44.99717527
2,3.0,1939.0,1,6,1,23,1,2,16.76649191,71.1939201
1,3.0,1257.0,0,10,3,21,0,2,16.760789,55.32937508
1,1.0,2002.0,1,18,1,8,1,0,14.91299605,65.38307729
1,1.0,1368.0,0,7,2,12,1,1,2.20044882,46.64528517
5,2.0,1900.0,1,14,5,20,1,0,23.48747453,87.24934052
1,2.0,1505.0,0,14,4,16,0,1,9.538514244,43.47010954
5,3.0,2040.0,1,10,4,7,0,2,20.26186492,88.82953145
4,2.0,2116.0,2,9,4,26,1,2,20.43962969,76.43963049
2,2.0,2888.0,0,10,3,18,1,0,24.17826963,85.35283654
2,3.0,1016.0,1,2,4,10,0,2,8.840791338,53.68095926
2,3.0,625.0,1,3,5,20,1,0,24.93758561,62.63456906
2,3.0,2818.0,0,16,1,13,0,0,8.213787546,80.20410783
2,3.0,427.0,1,10,2,17,1,0,11.83288396,46.2152526
2,1.0,1394.0,2,11,4,22,0,2,17.95000079,53.88669363
2,,415.0,0,10,4,4,1,1,4.719727071,47.98218669
4,3.0,732.0,0,12,4,27,1,2,7.392956427,69.37273794
1,2.0,882.0,0,14,2,22,1,1,18.47472418,43.83526973
3,2.0,965.0,0,9,5,11,1,1,24.38521972,60.86182379
5,2.0,2561.0,0,13,4,15,0,1,18.58717069,102.1931858
3,1.0,2485.0,2,6,1,15,0,2,21.69517068,68.69758387
3,3.0,853.0,0,11,3,13,0,1,1.899682058,47.62374308
1,3.0,565.0,2,1,2,6,0,2,14.84862183,28.16552496
1,1.0,2652.0,2,15,5,20,1,2,22.93820479,80.87769816
1,3.0,1277.0,2,7,1,20,0,0,17.377529,45.73261085
2,2.0,644.0,0,11,2,8,0,2,17.23509499,38.26302377
4,1.0,2294.0,2,17,2,2,0,2,5.872964921,74.57990299
2,,1756.0,0,5,3,13,1,2,21.667388,70.23703957
4,1.0,1342.0,2,9,3,23,0,2,21.7610885,61.16181108
4,1.0,2954.0,0,16,5,0,0,1,15.73616891,103.0900178
3,3.0,2352.0,1,11,4,13,0,1,11.23883694,69.88302617
3,2.0,1682.0,1,17,3,19,0,2,20.78256315,55.74026845
4,3.0,2145.0,2,6,5,27,1,2,12.15989639,100.4531195
4,3.0,809.0,1,15,2,17,0,0,20.74275128,51.98478378
2,2.0,2757.0,2,3,4,2,1,1,12.63797793,95.11753624
2,3.0,2515.0,2,9,1,26,0,2,14.91505477,68.31296084
3,3.0,2561.0,2,12,2,5,1,0,18.95252885,89.88289624
1,3.0,2667.0,1,19,5,3,1,0,7.359846062,84.65106503
4,1.0,2667.0,2,18,1,0,0,2,6.924285463,81.94913653
2,1.0,1896.0,1,16,2,20,0,0,17.02819086,56.04897395
3,1.0,785.0,1,8,3,2,0,0,23.89391871,35.97864236
2,3.0,1329.0,0,19,5,28,1,0,11.70481517,72.28861539
4,,804.0,1,5,1,27,1,1,22.55685613,55.5880255
4,1.0,891.0,0,12,3,17,0,0,13.43649057,49.14568296
5,2.0,756.0,2,6,1,19,1,0,24.37434944,54.2483006
1,3.0,614.0,2,12,4,28,0,2,20.00913917,45.78283925
5,1.0,1803.0,0,15,4,19,0,2,21.6293808,78.62270259
3,3.0,1151.0,2,10,5,2,0,1,17.31049666,64.71556413
2,2.0,1226.0,0,17,1,29,0,2,21.84382182,39.27201365
3,1.0,1637.0,0,7,4,29,0,1,15.22715868,73.45970312
4,1.0,1521.0,2,7,2,20,1,0,14.61608237,65.97378723
5,1.0,2975.0,0,11,2,20,1,0,21.96907531,108.7640039
5,1.0,1065.0,0,2,4,15,0,0,1.361588099,59.3264987
5,2.0,2428.0,0,2,4,23,1,2,12.49069367,97.45744513
3,1.0,2982.0,2,14,5,25,1,1,21.88177394,96.89011823
4,3.0,953.0,2,18,5,6,1,2,5.707588665,72.82181222
2,1.0,1972.0,2,16,2,26,0,2,23.99222372,59.26193325
2,2.0,,2,11,3,8,0,1,18.77444198,44.83351142
3,1.0,1588.0,2,9,1,22,0,1,19.29813959,52.56141386
5,2.0,549.0,1,7,3,1,1,1,16.97142834,60.73432604
1,2.0,1455.0,1,4,5,2,1,0,11.7393858,65.67091046
3,3.0,1056.0,0,16,3,21,0,2,12.06295417,49.7910123
3,1.0,2336.0,1,14,5,0,1,2,21.13859489,81.11578341
4,1.0,692.0,2,11,3,23,1,0,4.339344242,46.54054066
2,1.0,,2,8,2,22,0,1,13.52961883,50.41048287
3,3.0,1484.0,2,11,5,5,1,2,8.438729408,
3,3.0,2012.0,0,17,2,20,1,0,24.62359381,76.77090081
5,2.0,815.0,0,19,3,29,1,2,1.08863169,67.04254542
5,2.0,2454.0,0,10,4,14,0,2,2.528184166,91.66206135
1,2.0,1317.0,0,12,4,25,0,2,24.2173088,54.58815109
4,3.0,484.0,0,1,1,4,1,1,14.05100192,65.28651846
1,3.0,1356.0,0,2,4,12,1,1,4.324842736,69.89783594
5,3.0,1821.0,1,18,1,7,1,2,11.76736698,
2,2.0,2335.0,2,7,3,23,1,1,8.74378103,88.6535809
5,3.0,2194.0,1,16,1,12,1,0,22.86899557,92.4729766
4,2.0,1816.0,0,13,1,18,1,0,17.5019035,78.93332982
5,2.0,1470.0,2,4,1,8,1,2,4.132452579,68.83502071
4,1.0,1921.0,2,10,2,2,1,0,13.87469483,78.03577572
4,1.0,1901.0,2,9,1,28,0,1,4.227044137,60.31691498
4,1.0,2873.0,1,18,5,25,0,1,16.96553528,104.14032
4,2.0,2873.0,2,9,3,13,1,0,18.45345484,95.94377962
4,1.0,1135.0,0,10,2,23,1,2,14.49184172,58.24172083
2,1.0,2962.0,0,8,5,6,1,0,24.18293944,92.28678862
1,1.0,1552.0,1,11,3,12,0,1,23.66402682,49.43440288
3,3.0,1672.0,1,13,2,8,1,2,5.941974878,74.94670223
1,2.0,1140.0,0,13,3,10,1,1,1.007905252,42.53588026
4,,2262.0,1,16,4,8,1,2,16.90597163,87.21756697
2,3.0,530.0,2,13,3,10,0,2,12.41539738,48.19579615
5,3.0,2163.0,1,12,4,13,0,2,9.031804581,92.08645529
2,3.0,2112.0,2,15,4,14,1,1,23.00535415,86.06760124
4,1.0,722.0,2,16,3,16,1,2,24.48418641,43.90881086
2,3.0,1222.0,2,8,4,0,1,2,23.33385446,59.69086029
2,2.0,942.0,2,6,2,2,0,0,13.00468619,51.15507153
4,3.0,2513.0,2,8,4,22,0,0,17.88055991,90.42310202
2,3.0,2255.0,0,2,1,2,1,1,5.117766701,73.68307494
3,3.0,2478.0,0,18,2,2,1,2,23.8205582,87.33890898
3,3.0,1284.0,0,11,2,3,0,0,7.808240524,56.79904161
2,2.0,590.0,2,17,2,23,0,1,5.625744205,20.6963027
5,1.0,814.0,1,10,1,29,0,2,2.443805591,52.03747112
4,2.0,2238.0,1,2,1,16,1,1,14.20891168,83.86031569
3,2.0,2213.0,2,19,1,19,0,2,23.76313097,74.59697071
5,1.0,2160.0,1,2,1,3,0,0,4.254118017,76.60470805
2,3.0,1469.0,2,6,1,12,0,2,3.899927255,51.23621929
5,1.0,2121.0,1,17,5,23,1,0,7.542343173,94.38948417
1,1.0,774.0,2,12,5,6,1,2,16.96945343,42.35538508
3,2.0,957.0,1,5,1,3,1,2,14.14752415,53.26176196
2,1.0,1680.0,1,2,2,27,0,0,3.308967047,59.29617614
4,3.0,2344.0,0,9,4,7,0,0,11.6152058,95.82710082
2,2.0,1996.0,1,2,4,10,1,0,2.606374873,74.64828213
4,3.0,1528.0,1,14,5,18,0,1,21.44568349,70.98787238
2,2.0,1760.0,2,15,1,25,1,0,3.570682701,63.75117813
5,3.0,1724.0,1,2,3,29,0,2,12.31115948,80.88483654
5,1.0,1500.0,1,18,4,6,1,1,13.25112596,73.72891599
5,,1934.0,1,12,4,8,1,1,13.72303053,91.16623998
1,1.0,1653.0,1,7,2,21,1,1,15.61971795,55.07873291
4,3.0,2102.0,1,16,4,3,0,1,17.8379781,89.70545345
5,2.0,431.0,0,19,5,3,1,0,1.104592159,50.41386692
1,2.0,2031.0,1,3,1,0,1,2,1.741944817,51.20487306
4,2.0,457.0,2,15,1,5,0,2,15.6772335,43.37911239
2,1.0,1527.0,2,15,4,2,0,1,5.371409047,59.88025135
1,3.0,711.0,1,7,3,2,0,1,20.96428274,35.65216137
3,2.0,2152.0,1,8,5,0,0,0,16.06027957,86.764091
1,3.0,2401.0,1,7,4,6,1,2,24.52961749,88.96728555
1,2.0,1797.0,0,3,5,8,1,0,18.47210297,69.47124977
4,1.0,2182.0,2,19,3,2,1,1,3.177145897,87.0710312
2,3.0,2682.0,0,19,5,22,0,1,5.103422621,94.41790519
3,2.0,1812.0,0,18,5,24,1,1,2.117173534,86.05988464
5,2.0,1831.0,1,7,5,14,0,2,18.78822077,85.53827832
5,2.0,1201.0,1,19,1,29,1,2,4.043758839,68.38349117
1,2.0,638.0,2,5,3,2,0,1,16.93041984,37.5888861
4,1.0,2175.0,1,13,1,24,0,2,14.32954586,66.79633824
4,2.0,1718.0,2,2,2,10,0,1,16.19914337,61.83702663
5,2.0,511.0,0,18,4,17,0,2,13.20807755,51.43883946
3,1.0,2923.0,2,4,1,2,0,2,1.312689062,84.5011672
2,2.0,2751.0,2,4,5,26,1,1,7.077233818,91.26216214
3,3.0,1728.0,2,8,2,19,0,2,22.23956408,59.46195643
2,3.0,,0,11,3,29,0,1,23.30244564,32.42342581
5,2.0,2655.0,0,1,3,6,1,0,3.33303492,101.0740405
2,1.0,2209.0,1,9,1,26,0,2,23.86308876,66.33333264
4,1.0,981.0,1,6,5,8,1,0,17.09262524,60.93247176
1,1.0,769.0,2,4,5,28,1,1,23.14138177,44.65623869
1,2.0,619.0,2,6,3,16,0,1,10.62793451,30.80507413
5,2.0,2296.0,0,13,5,27,1,2,3.441881021,97.91740583
4,3.0,748.0,0,9,4,8,0,2,8.258878334,56.60882557
3,1.0,2702.0,0,14,1,9,0,2,17.55235641,71.1446568
4,2.0,851.0,2,12,1,12,0,1,20.08531597,54.13128255
1,2.0,2589.0,2,4,5,4,1,2,2.20293479,88.26450762
1,2.0,488.0,0,8,3,13,0,0,12.68684008,25.83445038
4,1.0,1270.0,2,17,4,3,1,2,2.544800853,64.15490135
4,1.0,1559.0,0,5,4,13,0,1,21.7267193,65.55120832
1,3.0,2442.0,1,3,4,28,0,0,12.43213179,78.14662951
3,1.0,2274.0,0,4,2,10,0,0,22.95572383,71.58754571
5,2.0,922.0,2,8,5,27,0,2,2.88589151,64.55491284
5,3.0,1309.0,2,16,4,21,1,1,8.931279635,80.18379482
4,1.0,841.0,2,11,5,9,0,1,17.23692239,57.13031751
5,1.0,437.0,2,2,3,4,0,2,8.046065944,44.20263807
1,1.0,2280.0,0,8,3,20,0,1,21.19740497,69.94652362
1,1.0,609.0,0,7,3,11,0,2,24.68400876,34.97069481
4,2.0,2960.0,1,1,2,20,0,1,7.749270383,92.15119503
4,1.0,2000.0,0,2,3,14,0,0,9.665868749,78.90880588
4,2.0,1380.0,1,13,5,23,1,2,24.21629295,78.8928684
3,2.0,780.0,0,11,1,12,1,1,9.593466558,49.54208182
5,2.0,1960.0,0,3,1,25,1,1,14.34367632,88.42832411
4,3.0,793.0,2,2,5,7,0,2,19.46179999,67.10115173
2,2.0,1473.0,1,16,1,25,0,0,11.5202741,55.50880995
2,1.0,795.0,2,1,4,3,0,1,9.942590779,35.90677794
1,3.0,2176.0,2,7,1,12,1,2,12.89412031,69.18060254
5,1.0,2479.0,0,3,2,29,1,0,19.70847719,86.84568902
4,2.0,944.0,0,16,3,14,0,1,8.491894653,48.82300222
2,1.0,1484.0,1,6,1,8,1,1,9.419379931,44.3526205
5,3.0,952.0,1,14,1,23,1,1,5.539343291,68.60978048
1,3.0,1864.0,0,11,2,27,0,2,17.83882,61.27377839
3,1.0,1553.0,1,19,2,5,0,2,22.58681126,48.74946013
5,1.0,1777.0,0,1,1,17,1,2,5.457758102,73.38067879
5,1.0,2645.0,0,13,4,8,1,0,1.83014889,97.22488095
3,3.0,2086.0,0,9,1,21,0,1,10.1504958,66.48358007
5,2.0,2139.0,1,11,4,23,1,1,10.84371436,97.34062866
1,1.0,1093.0,2,1,3,5,1,0,16.50072464,44.52926357
1,2.0,2594.0,1,13,5,20,0,0,3.054183976,84.54171555
3,3.0,2139.0,2,1,3,6,0,2,20.71596174,75.99599054
4,1.0,897.0,1,3,1,11,1,1,14.77568337,39.3027059
2,,2495.0,2,17,1,3,1,0,14.10330205,73.30007329
4,3.0,1595.0,2,5,4,25,0,0,8.592712809,77.3724203
5,1.0,1012.0,1,6,2,10,0,0,9.766420315,54.38965063
2,2.0,1738.0,1,17,4,2,0,2,2.330254013,65.9379817
3,3.0,775.0,2,10,2,26,1,2,19.09011466,52.02191983
3,3.0,1205.0,0,11,2,27,1,1,15.51367752,62.02458648
2,1.0,1320.0,2,13,2,6,0,2,24.43428418,46.66936347
1,3.0,1274.0,2,10,2,1,1,1,9.485482543,58.76309901
2,1.0,1843.0,0,14,1,9,1,2,16.98984917,58.86434018
5,1.0,1819.0,2,13,5,2,0,2,23.06908713,76.40053367
1,3.0,1945.0,0,4,5,16,1,2,18.08034134,74.28131452
3,1.0,1610.0,0,17,3,10,1,0,1.967452593,65.50721252
2,2.0,1405.0,1,18,3,27,1,2,16.17368326,54.53117154
4,2.0,2480.0,2,11,3,0,1,1,14.08938434,87.76700949
4,1.0,2516.0,2,10,4,1,0,2,12.98352012,
5,2.0,991.0,0,18,3,12,1,0,14.27305522,76.30027337
4,1.0,1614.0,2,19,3,13,0,0,12.05357984,69.05299532
2,2.0,2548.0,0,9,3,16,1,1,17.60397358,83.36477142
2,3.0,1908.0,2,5,1,1,1,1,1.357909667,64.3275975
4,1.0,1708.0,2,1,3,16,0,0,5.525433101,59.89747256
2,1.0,1313.0,0,5,5,18,1,2,9.76925509,66.59674248
5,1.0,789.0,0,3,1,24,1,1,11.86401449,57.71464767
1,1.0,559.0,2,1,2,8,1,1,4.131672352,34.98769064
5,1.0,1291.0,2,19,4,23,1,2,20.68350346,71.67011747
5,1.0,1470.0,0,6,1,24,1,2,23.30539291,63.45792997
2,3.0,1869.0,1,10,1,11,1,2,19.02917174,62.07545808
1,3.0,1095.0,1,5,5,29,1,0,23.29163316,60.75105057
2,2.0,1157.0,2,12,3,15,0,0,18.83731294,43.17716819
3,1.0,2970.0,2,12,2,3,0,2,11.58534445,86.21292027
2,2.0,2602.0,2,17,5,29,0,1,10.43519136,84.93232478
2,2.0,738.0,0,2,5,23,1,1,4.993585166,53.57600994
2,3.0,2376.0,2,14,1,10,0,0,3.074728985,72.13257341
1,2.0,1194.0,2,12,2,20,1,0,6.270838769,49.32798537
2,3.0,2122.0,2,13,5,19,1,1,13.77125757,91.65787164
1,2.0,1997.0,1,5,4,28,0,0,4.238731627,64.87467522
4,1.0,1298.0,2,5,4,3,1,0,23.8279251,67.21184579
3,2.0,1567.0,2,17,5,1,0,1,6.244058969,69.61569445
1,3.0,502.0,0,5,1,9,0,2,21.00715349,28.24602255
4,3.0,492.0,1,19,4,8,0,1,20.65165511,47.88042727
1,3.0,1374.0,0,4,1,28,0,0,4.388891941,
1,2.0,1847.0,2,7,3,24,1,2,18.05782834,55.37685453
3,,518.0,2,17,3,29,0,2,20.77873209,40.54388903
5,3.0,2432.0,2,11,1,16,0,1,22.22289668,85.35162721
5,1.0,2476.0,2,6,5,11,1,2,23.8955105,92.11828162
1,1.0,1934.0,2,13,3,3,0,2,23.32248315,62.27590738
2,2.0,1789.0,0,12,3,8,1,1,8.46728938,67.6510936
4,2.0,874.0,2,5,4,13,0,2,7.423742719,59.54921335
2,3.0,834.0,2,10,5,3,0,2,10.54072999,56.31245677
2,2.0,1657.0,1,11,1,29,1,1,12.16015044,59.98388125
1,2.0,454.0,1,9,3,1,0,1,6.613240406,39.00259081
1,3.0,1330.0,2,13,5,17,0,0,3.065996705,60.79542983
1,,1715.0,2,3,3,12,1,0,16.75807415,68.08457433
1,2.0,711.0,2,17,4,9,0,1,5.18177882,43.93333326
5,1.0,1971.0,2,18,5,13,0,0,22.95759237,83.40162581
1,2.0,1356.0,2,5,2,8,1,1,7.904435275,51.72499147
5,1.0,2765.0,2,16,4,10,0,0,5.744469782,100.5173375
5,1.0,2300.0,0,16,1,19,1,0,5.659795658,81.89125094
1,1.0,1156.0,0,11,5,0,1,2,7.947243852,50.46722755
3,3.0,2912.0,0,4,3,11,0,0,15.69197894,88.92662246
4,3.0,1832.0,1,9,5,28,1,2,24.47960774,85.49373167
2,3.0,1663.0,2,15,1,16,0,0,12.67044507,58.87937203
5,2.0,2255.0,1,12,5,16,1,2,15.39227162,109.0206573
4,3.0,1493.0,1,16,3,7,0,0,21.2223853,67.11036017
3,3.0,1143.0,1,4,4,16,0,0,9.016898672,62.62146852
2,2.0,2723.0,0,3,4,20,1,2,5.317040141,92.56869186
2,2.0,632.0,2,4,3,24,1,2,11.40704767,42.33467952
5,1.0,2501.0,2,2,2,19,0,1,8.648624132,87.93188416
1,2.0,656.0,1,19,2,26,0,1,21.787113,26.36894647
3,2.0,2428.0,0,7,4,24,0,2,24.47055631,78.71171579
5,3.0,2537.0,1,2,1,20,0,0,17.51960298,89.87166014
3,1.0,2161.0,1,1,5,12,1,1,16.69025824,77.37394905
1,1.0,2329.0,2,18,3,24,1,1,18.14130809,63.35391941
1,2.0,1858.0,0,8,1,12,0,1,12.22398018,44.12627245
5,3.0,2048.0,2,8,5,14,0,1,16.09106838,90.92802107
1,3.0,807.0,1,10,4,17,0,1,2.710264022,55.88610799
4,3.0,2092.0,2,18,3,29,1,2,12.84277319,94.15630457
2,3.0,2377.0,1,11,1,12,0,1,8.976798889,63.59625491
5,2.0,2813.0,0,1,5,7,0,2,2.276328258,98.09978264
3,3.0,2798.0,2,7,4,6,1,2,14.07463139,98.69923721
4,1.0,1722.0,2,8,4,22,0,0,9.646155449,71.22862973
5,1.0,2329.0,2,14,5,18,0,1,15.17473252,91.13957806
1,2.0,1582.0,2,19,2,9,1,1,13.31632164,55.45040512
1,3.0,2934.0,2,8,2,11,0,0,7.629271754,79.46543772
1,3.0,1241.0,0,19,5,1,0,1,13.95960292,48.97960795
1,3.0,1383.0,0,4,5,26,1,1,10.09057868,61.31200955
3,3.0,2160.0,2,10,5,13,0,2,23.10678582,81.71012749
4,2.0,1778.0,1,10,4,9,1,2,10.01519926,71.34600271
